cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;n_studenti;trial_error;rank_trial_error
G8501R;SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R - SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R030;PSICOPATOLOGIA DELLO SVILUPPO;G8501R030 - PSICOPATOLOGIA DELLO SVILUPPO;271;0.083;26
G8501R;SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R - SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R027;STORIA E DIDATTICA DELLA STORIA 2;G8501R027 - STORIA E DIDATTICA DELLA STORIA 2;251;0.07;27
G8501R;SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R - SCIENZE DELLA FORMAZIONE PRIMARIA;G8501R038;LETTERATURA PER L'INFANZIA CON LABORATORIO E AMBIENTI DIGITALI PER LA FORMAZIONE;G8501R038 - LETTERATURA PER L'INFANZIA CON LABORATORIO E AMBIENTI DIGITALI PER LA FORMAZIONE;190;0.0;28
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D253;FISIOLOGIA UMANA;H4101D253 - FISIOLOGIA UMANA;129;1.391;1
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D039;DIAGNOSTICA DI LABORATORIO;H4101D039 - DIAGNOSTICA DI LABORATORIO;137;1.179;2
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D040;FARMACOLOGIA;H4101D040 - FARMACOLOGIA;125;1.0;3
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D021;SANITA' PUBBLICA, IGIENE E MEDICINA DEL LAVORO;H4101D021 - SANITA' PUBBLICA, IGIENE E MEDICINA DEL LAVORO;115;0.783;4
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D013;SEMEIOTICA E SISTEMATICA 1;H4101D013 - SEMEIOTICA E SISTEMATICA 1;135;0.596;5
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D018;SEMEIOTICA E SISTEMATICA 3;H4101D018 - SEMEIOTICA E SISTEMATICA 3;124;0.56;6
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D002;ANATOMIA E ISTOLOGIA UMANA;H4101D002 - ANATOMIA E ISTOLOGIA UMANA;134;0.53;7
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D252;SCIENZE PROPEDEUTICHE;H4101D252 - SCIENZE PROPEDEUTICHE;130;0.527;8
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D033;CLINICA CHIRURGICA;H4101D033 - CLINICA CHIRURGICA;119;0.471;9
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D022;ANATOMIA PATOLOGICA;H4101D022 - ANATOMIA PATOLOGICA;126;0.452;10
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D014;SEMEIOTICA E SISTEMATICA 2;H4101D014 - SEMEIOTICA E SISTEMATICA 2;118;0.441;11
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D006;CHIMICA BIOLOGICA E BIOLOGIA MOLECOLARE;H4101D006 - CHIMICA BIOLOGICA E BIOLOGIA MOLECOLARE;134;0.425;12
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D004;BIOLOGIA E GENETICA;H4101D004 - BIOLOGIA E GENETICA;132;0.42;13
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D254;MEDICINA E SOCIETA';H4101D254 - MEDICINA E SOCIETA';136;0.324;14
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D034;URGENZE ED EMERGENZE MEDICO CHIRURGICHE;H4101D034 - URGENZE ED EMERGENZE MEDICO CHIRURGICHE;116;0.297;15
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D020;DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA;H4101D020 - DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA;120;0.258;16
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D019;STATISTICA MEDICA;H4101D019 - STATISTICA MEDICA;134;0.257;17
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D038;PATOLOGIA GENERALE E IMMUNOLOGIA;H4101D038 - PATOLOGIA GENERALE E IMMUNOLOGIA;137;0.252;18
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D256;MICROBIOLOGIA MEDICA;H4101D256 - MICROBIOLOGIA MEDICA;132;0.25;19
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D035;CLINICA MEDICA;H4101D035 - CLINICA MEDICA;118;0.212;20
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D029;CLINICA DERMATOLOGICA;H4101D029 - CLINICA DERMATOLOGICA;104;0.212;20
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D037;PEDIATRIA;H4101D037 - PEDIATRIA;102;0.211;21
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D031;MEDICINA LEGALE;H4101D031 - MEDICINA LEGALE;111;0.189;22
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D030;OSTETRICIA E GINECOLOGIA;H4101D030 - OSTETRICIA E GINECOLOGIA;103;0.18;23
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D025;MALATTIE DEL SISTEMA NERVOSO;H4101D025 - MALATTIE DEL SISTEMA NERVOSO;107;0.173;24
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D027;SPECIALITA' MEDICO CHIRURGICHE;H4101D027 - SPECIALITA' MEDICO CHIRURGICHE;82;0.122;25
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D028;CLINICA ORTOPEDICA E TRAUMATOLOGICA;H4101D028 - CLINICA ORTOPEDICA E TRAUMATOLOGICA;112;0.045;26
H4101D;MEDICINA E CHIRURGIA;H4101D - MEDICINA E CHIRURGIA;H4101D026;PSICHIATRIA E PSICOLOGIA CLINICA;H4101D026 - PSICHIATRIA E PSICOLOGIA CLINICA;117;0.0;27
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D016;SCIENZE MEDICHE AFFINI;H4601D016 - SCIENZE MEDICHE AFFINI;25;1.36;1
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D001;SCIENZE PROPEDEUTICHE;H4601D001 - SCIENZE PROPEDEUTICHE;24;1.271;2
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D002;ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO;H4601D002 - ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO;17;1.088;3
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D004;BIOCHIMICA;H4601D004 - BIOCHIMICA;18;0.333;4
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D005;SCIENZE UMANE GENERALI;H4601D005 - SCIENZE UMANE GENERALI;12;0.292;5
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D015;TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE;H4601D015 - TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE;25;0.2;6
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D014;FARMACOLOGIA ED ANESTESIOLOGIA;H4601D014 - FARMACOLOGIA ED ANESTESIOLOGIA;25;0.16;7
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D013;MEDICINA PROPEDEUTICA;H4601D013 - MEDICINA PROPEDEUTICA;25;0.16;7
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D024;ODONTOIATRIA RESTAURATIVA ED ORTODONZIA;H4601D024 - ODONTOIATRIA RESTAURATIVA ED ORTODONZIA;20;0.125;8
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D011;MATERIALI DENTARI;H4601D011 - MATERIALI DENTARI;12;0.125;8
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D012;DISCIPLINE GENERALI ODONTOSTOMATOLOGICHE;H4601D012 - DISCIPLINE GENERALI ODONTOSTOMATOLOGICHE;24;0.104;9
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D017;IGIENE E MEDICINA PREVENTIVA;H4601D017 - IGIENE E MEDICINA PREVENTIVA;25;0.1;10
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D027;CLINICA ODONTOSTOMATOLOGICA;H4601D027 - CLINICA ODONTOSTOMATOLOGICA;16;0.063;11
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D019;MEDICINA LEGALE E STORIA DELLA ODONTOIATRIA;H4601D019 - MEDICINA LEGALE E STORIA DELLA ODONTOIATRIA;26;0.058;12
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D026;IMPLANTOLOGIA;H4601D026 - IMPLANTOLOGIA;21;0.048;13
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D066;BIOLOGIA E GENETICA;H4601D066 - BIOLOGIA E GENETICA;23;0.043;14
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D010;ODONTOIATRIA PREVENTIVA E PROPEDEUTICA;H4601D010 - ODONTOIATRIA PREVENTIVA E PROPEDEUTICA;12;0.042;15
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D008;RADIOLOGIA;H4601D008 - RADIOLOGIA;12;0.042;15
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D006;FISIOLOGIA;H4601D006 - FISIOLOGIA;12;0.042;15
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D022;PATOLOGIE OTORINOLARINGOIATRICHE E MAXILLO-FACCIALI;H4601D022 - PATOLOGIE OTORINOLARINGOIATRICHE E MAXILLO-FACCIALI;26;0.038;16
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D020;CHIRURGIA ORALE;H4601D020 - CHIRURGIA ORALE;26;0.038;16
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D023;PARADONTOLOGIA;H4601D023 - PARADONTOLOGIA;16;0.031;17
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D021;ODONTOIATRIA PROTESICA;H4601D021 - ODONTOIATRIA PROTESICA;26;0.019;18
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D025;PEDODONZIA;H4601D025 - PEDODONZIA;21;0.0;19
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D009;PSICHIATRIA;H4601D009 - PSICHIATRIA;12;0.0;19
H4601D;ODONTOIATRIA E PROTESI DENTARIA;H4601D - ODONTOIATRIA E PROTESI DENTARIA;H4601D007;ISTITUZIONI DI ANATOMIA E ISTOLOGIA PATOLOGICA;H4601D007 - ISTITUZIONI DI ANATOMIA E ISTOLOGIA PATOLOGICA;11;0.0;19
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D001;SCIENZE BIOMEDICHE 1;I0101D001 - SCIENZE BIOMEDICHE 1;289;1.597;1
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D009;METODOLOGIA CLINICA INFERMIERISTICA 1;I0101D009 - METODOLOGIA CLINICA INFERMIERISTICA 1;223;1.173;2
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D011;ASSISTENZA INFERMIERISTICA IN MEDICINA SPECIALISTICA;I0101D011 - ASSISTENZA INFERMIERISTICA IN MEDICINA SPECIALISTICA;142;1.06;3
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D004;FISIOLOGIA UMANA;I0101D004 - FISIOLOGIA UMANA;221;1.002;4
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D012;ASSISTENZA INFERMIERISTICA IN CHIRURGIA SPECIALISTICA;I0101D012 - ASSISTENZA INFERMIERISTICA IN CHIRURGIA SPECIALISTICA;194;0.776;5
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D006;METODOLOGIA CLINICA NELLE SCIENZE INFERMIERISTICHE;I0101D006 - METODOLOGIA CLINICA NELLE SCIENZE INFERMIERISTICHE;226;0.757;6
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D016;MEDICINA CLINICA E DELLA DISABILITA';I0101D016 - MEDICINA CLINICA E DELLA DISABILITA';210;0.752;7
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D901;FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;I0101D901 - FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;267;0.738;8
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D015;ELEMENTI DI ORGANIZZAZIONE PROFESSIONALE;I0101D015 - ELEMENTI DI ORGANIZZAZIONE PROFESSIONALE;208;0.738;8
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D018;SCIENZE UMANE E STORIA DELLA MEDICINA;I0101D018 - SCIENZE UMANE E STORIA DELLA MEDICINA;208;0.514;9
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D007;SCIENZE UMANE;I0101D007 - SCIENZE UMANE;275;0.458;10
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D025;METODOLOGIA CLINICA INFERMIERISTICA 2;I0101D025 - METODOLOGIA CLINICA INFERMIERISTICA 2;225;0.42;11
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D017;ASSISTENZA INFERMIERISTICA IN AREA CRITICA;I0101D017 - ASSISTENZA INFERMIERISTICA IN AREA CRITICA;192;0.393;12
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D014;PSICHIATRIA E PSICOLOGIA CLINICA;I0101D014 - PSICHIATRIA E PSICOLOGIA CLINICA;210;0.362;13
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D003;IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA;I0101D003 - IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA;291;0.182;14
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D005;SCIENZE BIOMEDICHE 2;I0101D005 - SCIENZE BIOMEDICHE 2;238;0.181;15
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D902;TIROCINIO 1;I0101D902 - TIROCINIO 1;244;0.033;16
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D904;TIROCINIO 3;I0101D904 - TIROCINIO 3;205;0.022;17
I0101D;INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D - INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE);I0101D903;TIROCINIO 2;I0101D903 - TIROCINIO 2;215;0.019;18
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D001;SCIENZE BIOMEDICHE 1;I0102D001 - SCIENZE BIOMEDICHE 1;31;0.952;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;22;0.659;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;28;0.607;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D004;FISIOLOGIA UMANA;I0102D004 - FISIOLOGIA UMANA;30;0.567;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D902;METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D902 - METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;34;0.485;5
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D010;NORMALITA' DELLA NASCITA;I0102D010 - NORMALITA' DELLA NASCITA;27;0.352;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D007;SCIENZE UMANE;I0102D007 - SCIENZE UMANE;32;0.344;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;28;0.304;8
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;32;0.266;9
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D005;SCIENZE BIOMEDICHE 2;I0102D005 - SCIENZE BIOMEDICHE 2;28;0.196;10
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;26;0.173;11
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D901;FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;I0102D901 - FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;33;0.136;12
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D003;IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA;I0102D003 - IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA;30;0.133;13
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;31;0.097;14
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;31;0.097;14
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;30;0.067;15
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D113;TIROCINIO 3;I0102D113 - TIROCINIO 3;29;0.0;16
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D112;TIROCINIO 2;I0102D112 - TIROCINIO 2;28;0.0;16
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D111;TIROCINIO 1;I0102D111 - TIROCINIO 1;32;0.0;16
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;60;1.192;1
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D121;VALUTAZIONE DEL SISTEMA MOTORIO;I0201D121 - VALUTAZIONE DEL SISTEMA MOTORIO;58;0.922;2
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D101;CINESIOLOGIA;I0201D101 - CINESIOLOGIA;59;0.636;3
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D110;RADIAZIONI E RIABILITAZIONE;I0201D110 - RADIAZIONI E RIABILITAZIONE;54;0.37;4
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D115;MEDICINA RIABILITATIVA;I0201D115 - MEDICINA RIABILITATIVA;52;0.279;5
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D109;TECNICHE NEURORIABILITATIVE;I0201D109 - TECNICHE NEURORIABILITATIVE;54;0.231;6
