cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;dtappello;numero_iscritti
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D010;NORMALITA' DELLA NASCITA;I0102D010 - NORMALITA' DELLA NASCITA;03/05/2017;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D010;NORMALITA' DELLA NASCITA;I0102D010 - NORMALITA' DELLA NASCITA;13/06/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D010;NORMALITA' DELLA NASCITA;I0102D010 - NORMALITA' DELLA NASCITA;22/09/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;12/06/2017;5
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;14/06/2017;12
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;28/06/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;11/07/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;24/07/2017;5
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;01/09/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D011;SALUTE DI GENERE;I0102D011 - SALUTE DI GENERE;11/09/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;19/06/2017;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;04/07/2017;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;18/07/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;31/07/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;11/09/2017;11
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D012;RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;I0102D012 - RICERCA OSTETRICO-GINECOLOGICA E NEONATALE;25/09/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;16/06/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;05/07/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;12/07/2017;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;19/07/2017;12
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;04/09/2017;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D013;MEDICINA PERINATALE;I0102D013 - MEDICINA PERINATALE;18/09/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;17/05/2017;8
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;24/05/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;31/05/2017;11
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;21/06/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;06/07/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;12/07/2017;12
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D016;LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;I0102D016 - LEGISLAZIONE E ORGANIZZAZIONE SANITARIA;28/09/2017;5
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;10/05/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;18/05/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;14/06/2017;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;15/06/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;05/07/2017;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;06/07/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;04/09/2017;9
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;18/09/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D017;FISIOPATOLOGIA GENERALE E GINECOLOGIA;I0102D017 - FISIOPATOLOGIA GENERALE E GINECOLOGIA;27/09/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D111;TIROCINIO 1;I0102D111 - TIROCINIO 1;12/09/2017;32
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D112;TIROCINIO 2;I0102D112 - TIROCINIO 2;19/09/2017;28
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D113;TIROCINIO 3;I0102D113 - TIROCINIO 3;21/09/2017;29
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D901;FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;I0102D901 - FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;10/01/2017;13
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D901;FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;I0102D901 - FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;17/02/2017;24
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D901;FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;I0102D901 - FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE;25/05/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D902;METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D902 - METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;28/03/2017;6
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D902;METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D902 - METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;20/04/2017;22
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D902;METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D902 - METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;23/05/2017;11
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D902;METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D902 - METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI;27/06/2017;10
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;24/01/2017;9
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;26/01/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;07/02/2017;10
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;16/02/2017;8
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;14/03/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;23/03/2017;8
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;11/05/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D903;ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;I0102D903 - ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA;25/05/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;22/02/2017;13
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;08/03/2017;3
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;23/03/2017;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;20/04/2017;7
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;03/05/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D904;PATOLOGIA DELLA NASCITA;I0102D904 - PATOLOGIA DELLA NASCITA;08/06/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;15/03/2017;5
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;30/03/2017;4
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;27/04/2017;10
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;04/05/2017;10
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;26/05/2017;2
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;04/07/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;28/07/2017;1
I0102D;OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D - OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O);I0102D905;EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;I0102D905 - EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI;05/09/2017;2
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;10/01/2017;46
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;30/01/2017;34
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;29/06/2017;20
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;19/07/2017;4
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D100;BASI DEL MOVIMENTO;I0201D100 - BASI DEL MOVIMENTO;14/09/2017;5
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D101;CINESIOLOGIA;I0201D101 - CINESIOLOGIA;13/01/2017;6
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D101;CINESIOLOGIA;I0201D101 - CINESIOLOGIA;23/01/2017;45
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D101;CINESIOLOGIA;I0201D101 - CINESIOLOGIA;07/07/2017;6
I0201D;FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D - FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA);I0201D101;CINESIOLOGIA;I0201D101 - CINESIOLOGIA;21/07/2017;30
