cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;voto_medio_norm;ratio_promossi_iscritti;rating;rank_best;rank_worst
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M007;METODI STATISTICI PER IL TURISMO II;F7601M007 - METODI STATISTICI PER IL TURISMO II;0.685;0.698;0.6889;10;6
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M054;MATEMATICA PER L'ECONOMIA DEI FENOMENI TURISTICI;F7601M054 - MATEMATICA PER L'ECONOMIA DEI FENOMENI TURISTICI;0.675;0.588;0.6489;11;5
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M050;DIRITTO DELL'AMBIENTE E DEI BENI CULTURALI;F7601M050 - DIRITTO DELL'AMBIENTE E DEI BENI CULTURALI;0.598;0.557;0.5857;12;4
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M052;PROGRAMMAZIONE ECONOMICO-TERRITORIALE E POLITICHE DEL TURISMO;F7601M052 - PROGRAMMAZIONE ECONOMICO-TERRITORIALE E POLITICHE DEL TURISMO;0.667;0.37;0.5779;13;3
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M051;STATISTICA PER IL TURISMO: MODELLI E APPLICAZIONI;F7601M051 - STATISTICA PER IL TURISMO: MODELLI E APPLICAZIONI;0.712;0.196;0.5572;14;2
F7601M;ECONOMIA DEL TURISMO;F7601M - ECONOMIA DEL TURISMO;F7601M075;PRINCIPI DI INFERENZA PER LE APPLICAZIONI TURISTICHE;F7601M075 - PRINCIPI DI INFERENZA PER LE APPLICAZIONI TURISTICHE;0.609;0.381;0.5406;15;1
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M094;MARKETING MANAGEMENT;F7701M094 - MARKETING MANAGEMENT;0.907;0.926;0.9127;1;19
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M096;GOVERNANCE & COMPLIANCE;F7701M096 - GOVERNANCE & COMPLIANCE;0.884;0.923;0.8957;2;18
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M105;L'ATTIVITA' DEI CONTROLLI LEGALI;F7701M105 - L'ATTIVITA' DEI CONTROLLI LEGALI;0.953;0.743;0.89;3;17
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M095;SISTEMI DI CONTROLLO NELLE AZIENDE PRIVATE E PUBBLICHE;F7701M095 - SISTEMI DI CONTROLLO NELLE AZIENDE PRIVATE E PUBBLICHE;0.889;0.892;0.8899;4;16
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M044;DIRITTO DEL LAVORO AVANZATO;F7701M044 - DIRITTO DEL LAVORO AVANZATO;0.89;0.881;0.8873;5;15
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M101;ANALISI STRATEGICA E VALUTAZIONE FINANZIARIA D'AZIENDA;F7701M101 - ANALISI STRATEGICA E VALUTAZIONE FINANZIARIA D'AZIENDA;0.915;0.791;0.8778;6;14
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M097;GLOBAL MANAGEMENT;F7701M097 - GLOBAL MANAGEMENT;0.864;0.836;0.8556;7;13
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M098;SALES AND TRADE MARKETING;F7701M098 - SALES AND TRADE MARKETING;0.851;0.853;0.8516;8;12
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M023;DIRITTO PUBBLICO DELL'ECONOMIA PER LE SCIENZE ECON;F7701M023 - DIRITTO PUBBLICO DELL'ECONOMIA PER LE SCIENZE ECON;0.917;0.652;0.8375;9;11
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M076;COMMUNICATION MANAGEMENT;F7701M076 - COMMUNICATION MANAGEMENT;0.819;0.858;0.8307;10;10
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M092;METODI QUANTITATIVI PER L'AUDITING E IL CONTROLLO;F7701M092 - METODI QUANTITATIVI PER L'AUDITING E IL CONTROLLO;0.818;0.848;0.827;11;9
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M054;DIRITTO PENALE TRIBUTARIO;F7701M054 - DIRITTO PENALE TRIBUTARIO;0.847;0.754;0.8191;12;8
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M027;DIRITTO INDUSTRIALE PER IL MANAGEMENT;F7701M027 - DIRITTO INDUSTRIALE PER IL MANAGEMENT;0.871;0.646;0.8035;13;7
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M102;ECONOMIA INDUSTRIALE E DELLA CONCORRENZA E STORIA DELL'IMPRESA;F7701M102 - ECONOMIA INDUSTRIALE E DELLA CONCORRENZA E STORIA DELL'IMPRESA;0.761;0.897;0.8018;14;6
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M077;DIRITTO PENALE DELL'ECONOMIA;F7701M077 - DIRITTO PENALE DELL'ECONOMIA;0.804;0.662;0.7614;15;5
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M052;DIRITTO FALLIMENTARE;F7701M052 - DIRITTO FALLIMENTARE;0.709;0.732;0.7159;16;4
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M093;METODI QUANTITATIVI PER IL MANAGEMENT;F7701M093 - METODI QUANTITATIVI PER IL MANAGEMENT;0.63;0.813;0.6849;17;3
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M080;BILANCI DELLE SOCIETA' E DEI GRUPPI;F7701M080 - BILANCI DELLE SOCIETA' E DEI GRUPPI;0.684;0.472;0.6204;18;2
F7701M;SCIENZE ECONOMICO-AZIENDALI;F7701M - SCIENZE ECONOMICO-AZIENDALI;F7701M082;ELEMENTI DI PROGRAMMAZIONE;F7701M082 - ELEMENTI DI PROGRAMMAZIONE;0.596;0.595;0.5957;19;1
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M059;PRICE MANAGEMENT;F7702M059 - PRICE MANAGEMENT;0.863;0.951;0.8894;1;14
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M006;RICERCHE DI MARKETING S;F7702M006 - RICERCHE DI MARKETING S;0.84;0.933;0.8679;2;13
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M046;DIRITTO DELLE COMUNICAZIONI;F7702M046 - DIRITTO DELLE COMUNICAZIONI;0.877;0.799;0.8536;3;12
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F9201P203;WEB MARKETING;F9201P203 - WEB MARKETING;0.958;0.533;0.8305;4;11
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M056;ADVANCED COMPETITIVE MANAGEMENT;F7702M056 - ADVANCED COMPETITIVE MANAGEMENT;0.806;0.842;0.8168;5;10
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M055;GLOBAL MARKETING MANAGEMENT;F7702M055 - GLOBAL MARKETING MANAGEMENT;0.805;0.792;0.8011;6;9
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M058;GLOBAL CORPORATE FINANCE;F7702M058 - GLOBAL CORPORATE FINANCE;0.748;0.806;0.7654;7;8
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M047;DIRITTO COMMERCIALE COMUNITARIO;F7702M047 - DIRITTO COMMERCIALE COMUNITARIO;0.777;0.727;0.762;8;7
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M048;ANALISI QUANTITATIVE D'IMPRESA PER I MERCATI GLOBALI;F7702M048 - ANALISI QUANTITATIVE D'IMPRESA PER I MERCATI GLOBALI;0.752;0.708;0.7388;9;6
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M042;METODI E STRUMENTI PER LE INDAGINI DI MARKETING;F7702M042 - METODI E STRUMENTI PER LE INDAGINI DI MARKETING;0.633;0.75;0.6681;10;5
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M043;STORIA DELL'IMPRESA;F7702M043 - STORIA DELL'IMPRESA;0.652;0.636;0.6472;11;4
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F5102P017;PSICOLOGIA DEI CONSUMI;F5102P017 - PSICOLOGIA DEI CONSUMI;0.713;0.43;0.6281;12;3
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M044;INDUSTRIAL ECONOMICS;F7702M044 - INDUSTRIAL ECONOMICS;0.612;0.495;0.5769;13;2
F7702M;MARKETING E MERCATI GLOBALI;F7702M - MARKETING E MERCATI GLOBALI;F7702M057;GLOBAL ACCOUNTING;F7702M057 - GLOBAL ACCOUNTING;0.308;0.374;0.3278;14;1
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B017;MODELLI STATISTICI PER LA GENETICA;F8203B017 - MODELLI STATISTICI PER LA GENETICA;0.952;1.0;0.9664;1;15
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B031;ELEMENTI DI MEDICINA PER LA RICERCA CLINICA;F8203B031 - ELEMENTI DI MEDICINA PER LA RICERCA CLINICA;0.97;0.917;0.9541;2;14
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B019;FARMACOEPIDEMIOLOGIA;F8203B019 - FARMACOEPIDEMIOLOGIA;0.957;0.885;0.9354;3;13
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B007;ANALISI E MODELLI DEMOGRAFICI;F8203B007 - ANALISI E MODELLI DEMOGRAFICI;0.893;0.962;0.9137;4;12
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B001;METODOLOGIA DELLA RICERCA CLINICA ED EPIDEMIOLOGICA (E-LEARNING);F8203B001 - METODOLOGIA DELLA RICERCA CLINICA ED EPIDEMIOLOGICA (E-LEARNING);0.891;0.92;0.8997;5;11
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B027;MODELLI STATISTICI APPLICATI ALLE SPERIMENTAZIONI CLINCHE I;F8203B027 - MODELLI STATISTICI APPLICATI ALLE SPERIMENTAZIONI CLINCHE I;0.849;0.778;0.8277;6;10
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B010;MODELLI STATISTICI I;F8203B010 - MODELLI STATISTICI I;0.769;0.88;0.8023;7;9
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B005;ELEMENTI DI BIOLOGIA;F8203B005 - ELEMENTI DI BIOLOGIA;0.851;0.639;0.7874;8;8
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B030;INTRODUZIONE ALL'INFERENZA STATISTICA;F8203B030 - INTRODUZIONE ALL'INFERENZA STATISTICA;0.877;0.515;0.7684;9;7
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B008;STATISTICAL MODELS IN EPIDEMIOLOGY;F8203B008 - STATISTICAL MODELS IN EPIDEMIOLOGY;0.73;0.81;0.754;10;6
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B011;MODELLI STATISTICI E INFERENZA BAYESIANA;F8203B011 - MODELLI STATISTICI E INFERENZA BAYESIANA;0.833;0.556;0.7499;11;5
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B029;INTRODUZIONE AI MODELLI STATISTICI;F8203B029 - INTRODUZIONE AI MODELLI STATISTICI;0.675;0.909;0.7452;12;4
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B004;CALCOLO DELLE PROBABILITA';F8203B004 - CALCOLO DELLE PROBABILITA';0.694;0.857;0.7429;13;3
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B006;BASI DI DATI;F8203B006 - BASI DI DATI;0.776;0.559;0.7109;14;2
F8203B;BIOSTATISTICA;F8203B - BIOSTATISTICA;F8203B003;INFERENZA STATISTICA;F8203B003 - INFERENZA STATISTICA;0.568;0.651;0.5929;15;1
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B027;STATISTICA AZIENDALE M;F8204B027 - STATISTICA AZIENDALE M;0.931;0.923;0.9286;1;27
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B026;ECONOMIA DELLE ASSICURAZIONI M;F8204B026 - ECONOMIA DELLE ASSICURAZIONI M;0.869;1.0;0.9083;2;26
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B017;PROCESSI STOCASTICI M;F8204B017 - PROCESSI STOCASTICI M;0.899;0.867;0.8894;3;25
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8203B015;STATISTICA AMBIENTALE;F8203B015 - STATISTICA AMBIENTALE;1.0;0.625;0.8875;4;24
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B007;METODI PER LE INDAGINI CAMPIONARIE M;F8204B007 - METODI PER LE INDAGINI CAMPIONARIE M;0.931;0.75;0.8767;5;23
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B013;INTRODUZIONE ALL'INFERENZA STATISTICA M;F8204B013 - INTRODUZIONE ALL'INFERENZA STATISTICA M;0.917;0.667;0.842;6;22
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B019;MODELLI STATISTICI M;F8204B019 - MODELLI STATISTICI M;0.837;0.759;0.8136;7;21
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B012;INTRODUZIONE ALLE SERIE STORICHE M;F8204B012 - INTRODUZIONE ALLE SERIE STORICHE M;0.857;0.7;0.8099;8;20
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8203B006;BASI DI DATI;F8203B006 - BASI DI DATI;0.75;0.909;0.7977;9;19
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B011;ECONOMIA APPLICATA M;F8204B011 - ECONOMIA APPLICATA M;0.819;0.712;0.7869;10;18
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F1801Q105;DATA AND TEXT MINING;F1801Q105 - DATA AND TEXT MINING;0.767;0.833;0.7868;11;17
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B023;ECONOMIA FINANZIARIA M;F8204B023 - ECONOMIA FINANZIARIA M;0.708;0.947;0.7797;12;16
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B008;ANALISI DI MERCATO M;F8204B008 - ANALISI DI MERCATO M;0.806;0.706;0.776;13;15
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B025;MACROECONOMIA M;F8204B025 - MACROECONOMIA M;0.833;0.643;0.776;14;14
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B003;STATISTICA ECONOMICA M;F8204B003 - STATISTICA ECONOMICA M;0.794;0.68;0.7598;15;13
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B009;MODELLI ECONOMICI M;F8204B009 - MODELLI ECONOMICI M;0.799;0.632;0.7489;16;12
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B018;DATA SCIENCE M;F8204B018 - DATA SCIENCE M;0.678;0.829;0.7233;17;11
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B020;ECONOMICS FOR DATA SCIENCE M;F8204B020 - ECONOMICS FOR DATA SCIENCE M;0.644;0.906;0.7226;18;10
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B014;DATA MINING M;F8204B014 - DATA MINING M;0.75;0.647;0.7191;19;9
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B001;ANALISI DELLE SERIE ECONOMICHE TEMPORALI E LONGITUDINALI M;F8204B001 - ANALISI DELLE SERIE ECONOMICHE TEMPORALI E LONGITUDINALI M;0.694;0.765;0.7153;20;8
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B022;GESTIONE DEL RISCHIO M;F8204B022 - GESTIONE DEL RISCHIO M;0.653;0.857;0.7142;21;7
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B021;MATEMATICA PER L'ECONOMIA M;F8204B021 - MATEMATICA PER L'ECONOMIA M;0.654;0.714;0.672;22;6
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B004;PROBABILITA' E STATISTICA COMPUTAZIONALE M;F8204B004 - PROBABILITA' E STATISTICA COMPUTAZIONALE M;0.651;0.71;0.6687;23;5
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B010;STATISTICA SPAZIALE M;F8204B010 - STATISTICA SPAZIALE M;0.625;0.462;0.5761;24;4
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B005;MICROECONOMIA M;F8204B005 - MICROECONOMIA M;0.609;0.456;0.5631;25;3
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B002;STATISTICA AVANZATA M;F8204B002 - STATISTICA AVANZATA M;0.662;0.27;0.5444;26;2
F8204B;SCIENZE STATISTICHE ED ECONOMICHE;F8204B - SCIENZE STATISTICHE ED ECONOMICHE;F8204B024;FINANZA MATEMATICA M;F8204B024 - FINANZA MATEMATICA M;0.483;0.435;0.4686;27;1
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R026;FILOSOFIA DELLA RELAZIONE E DEL DIALOGO;F8501R026 - FILOSOFIA DELLA RELAZIONE E DEL DIALOGO;0.927;0.828;0.8973;1;20
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R002;ERMENEUTICA DELLA FORMAZIONE E PRATICHE IMMAGINALI;F8501R002 - ERMENEUTICA DELLA FORMAZIONE E PRATICHE IMMAGINALI;0.946;0.766;0.892;2;19
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R035;ETICA DELLA RELAZIONE: TEORIE E PRATICHE;F8501R035 - ETICA DELLA RELAZIONE: TEORIE E PRATICHE;0.901;0.826;0.8785;3;18
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R055;CONSULENZA CLINICA NELLA FORMAZIONE: TEORIE E PRATICHE CON LABORATORIO;F8501R055 - CONSULENZA CLINICA NELLA FORMAZIONE: TEORIE E PRATICHE CON LABORATORIO;0.879;0.818;0.8607;4;17
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R016;TEORIE E PRATICHE DELLA COMUNICAZIONE EDUCATIVA;F8501R016 - TEORIE E PRATICHE DELLA COMUNICAZIONE EDUCATIVA;0.868;0.838;0.859;5;16
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R059;IDENTITA' E PERSONA;F8501R059 - IDENTITA' E PERSONA;0.815;0.9;0.8405;6;15
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R003;TEORIE E PRATICHE DELLA NARRAZIONE;F8501R003 - TEORIE E PRATICHE DELLA NARRAZIONE;0.787;0.919;0.8266;7;14
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R057;PSICOLOGIA CLINICA II;F8501R057 - PSICOLOGIA CLINICA II;0.804;0.852;0.8184;8;13
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R024;FILOSOFIA DELLA MENTE E TEORIA DEGLI AFFETTI;F8501R024 - FILOSOFIA DELLA MENTE E TEORIA DEGLI AFFETTI;0.864;0.71;0.8178;9;12
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R058;PROGETTAZIONE E VALUTAZIONE DEI SERVIZI E DEGLI INTERVENTI EDUCATIVI CON LABORATORIO;F8501R058 - PROGETTAZIONE E VALUTAZIONE DEI SERVIZI E DEGLI INTERVENTI EDUCATIVI CON LABORATORIO;0.778;0.868;0.805;10;11
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R011;CONSULENZA NEL DISAGIO EDUCATIVO: TEORIE E PRATICHE;F8501R011 - CONSULENZA NEL DISAGIO EDUCATIVO: TEORIE E PRATICHE;0.82;0.752;0.7996;11;10
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R019;PSICOLOGIA DELLA COMUNICAZIONE E DELLE ORGANIZZAZIONI;F8501R019 - PSICOLOGIA DELLA COMUNICAZIONE E DELLE ORGANIZZAZIONI;0.741;0.933;0.7986;12;9
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R015;ORGANIZZAZIONE E COORD DEI SERVIZI EDUCATIVI;F8501R015 - ORGANIZZAZIONE E COORD DEI SERVIZI EDUCATIVI;0.759;0.883;0.7962;13;8
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R005;CONSULENZA FAMILIARE: TEORIE E PRATICHE;F8501R005 - CONSULENZA FAMILIARE: TEORIE E PRATICHE;0.808;0.761;0.7939;14;7
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R021;PEDAGOGIA DELL'INTEGRAZIONE;F8501R021 - PEDAGOGIA DELL'INTEGRAZIONE;0.788;0.805;0.7931;15;6
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R009;PRATICHE FILOSOFICHE;F8501R009 - PRATICHE FILOSOFICHE;0.83;0.679;0.7847;16;5
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R010;PEDAGOGIA DELLA DEVIANZA E DELLA MARGINALITÀ;F8501R010 - PEDAGOGIA DELLA DEVIANZA E DELLA MARGINALITÀ;0.824;0.677;0.7799;17;4
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R001;FONDAMENTI DELLA CONSULENZA PEDAGOGICA;F8501R001 - FONDAMENTI DELLA CONSULENZA PEDAGOGICA;0.809;0.559;0.734;18;3
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R008;POLITICHE SOCIALI II;F8501R008 - POLITICHE SOCIALI II;0.714;0.714;0.714;19;2
F8501R;SCIENZE PEDAGOGICHE;F8501R - SCIENZE PEDAGOGICHE;F8501R056;METODOLOGIA DELLA RICERCA PEDAGOGICA II CON LABORATORIO;F8501R056 - METODOLOGIA DELLA RICERCA PEDAGOGICA II CON LABORATORIO;0.729;0.663;0.7092;20;1
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N002;PLURALISMO GIURIDICO, PLURALISMO CULTURALE;F8701N002 - PLURALISMO GIURIDICO, PLURALISMO CULTURALE;0.975;0.93;0.9615;1;8
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N014;SERVIZIO SOCIALE IN EUROPA;F8701N014 - SERVIZIO SOCIALE IN EUROPA;0.923;0.975;0.9386;2;7
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N010;LA POLITICA E LE POLITICHE;F8701N010 - LA POLITICA E LE POLITICHE;0.912;0.974;0.9306;3;6
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N035;LE FORME DELLA MEDIAZIONE;F8701N035 - LE FORME DELLA MEDIAZIONE;0.983;0.789;0.9248;4;5
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N003;GOVERNANCE E SISTEMI DI WELFARE;F8701N003 - GOVERNANCE E SISTEMI DI WELFARE;0.879;1.0;0.9153;5;4
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N006;COOPERAZIONE E TUTELA DEI DIRITTI UMANI;F8701N006 - COOPERAZIONE E TUTELA DEI DIRITTI UMANI;0.788;0.75;0.7766;6;3
F8701N;PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N - PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI;F8701N001;WELFARE;F8701N001 - WELFARE;0.626;1.0;0.7382;7;2
